text,Financial_Problem,Other,Everyday_Decision_Making,Emotional_Turmoil,School,Family_Issues,Social_Relationships,Work,Health_Fatigue_Physical_Pain,neutralized_text,index
I NEED MORE SLEEP!!Im so sleep deprived it seems.but im not.but I need and want more sleep.. im out.ttyl xoxo byee,0,0,0,1,0,0,0,0,1,"I NEED MORE SLEEP!! I feel very sleep deprived it seems. But I’m not. Still, I need and want more sleep. I’m out. Talk to you later. Bye.",669
I haven't had a good night's sleep in i dont know how long i feel drained because i haven't been able to sleep..,0,0,0,0,0,0,0,0,1,I haven't had a good night's sleep in a long time and feel drained because I haven't been able to rest.,670
"I've been so, so stressed lately that I haven't really been able to concentrate on much of anything.",0,0,0,1,0,0,0,1,1,I've been very stressed lately and haven't been able to concentrate on much of anything.,671
I haven't been getting any sleep lately and I am very tired.,0,0,0,0,0,0,0,0,1,I haven't been getting any sleep lately and I am very tired.,672
"So, as I'm trying to go to sleep at night my mind starts to wonder until it is tired.",0,1,0,1,0,0,0,0,1,"As I try to go to sleep at night, my mind starts to wander until it becomes tired.",673
"It almost seems to be hurting more and more, but I think that is because I have started sleeping on it in the middle of the night.",0,0,0,0,0,0,0,0,1,"It almost seems to be hurting more and more, but I think that is because I have started sleeping on it during the night.",674
I've been so busy lately and now I'm tired and achey to boot.,0,0,0,0,0,0,0,1,1,I've been very busy lately and now I'm tired and achy as well.,675
"She's working very hard, loads of hours, and she just seems so stressed.",0,0,0,0,0,1,1,1,1,"They are working very hard, many hours, and they just seem very stressed.",676
ill drink too much and something is just going to set me off and ill be a bawling mess.,0,1,0,1,0,0,0,0,1,"I will drink too much and something will just set me off, and I will be a crying mess.",677
"Between Tom's surgery last week, a sick wife and a sick kid over the past week, and my mom's surgery this Thursday, I'm dangerous to be around.",0,0,0,0,0,1,1,0,1,"Between Tom's surgery last week, a sick partner and a sick child over the past week, and my parent's surgery this Thursday, I'm dangerous to be around.",678
"I've been claiming I've wanted to do this for over a year, but scanning is just such a major pain in the butt and general time filler.",0,1,1,1,0,0,0,1,1,"I've been saying I've wanted to do this for a long time, but scanning is just such a major hassle and general time filler.",679
"To make things worse, I'm four weeks out of knee surgery and long periods of standing can be quite painful.",0,0,0,0,0,0,0,0,1,"To make things worse, I am four weeks out of knee surgery and long periods of standing can be quite painful.",680
"Not only did it hurt like hell, but now I have to wait an entire week to find out the results of the biopsy.",0,0,0,1,0,0,0,0,1,"Not only did it hurt a lot, but now I have to wait an entire week to find out the results of the biopsy.",681
His health began to rapidly deteriorate when well intentioned but overbearing regulations were set in place.,0,0,1,0,0,0,0,0,1,Their health began to rapidly deteriorate when well-intentioned but overbearing regulations were set in place.,682
"I'm really tired and have been feeling kinda bummed lately, and my lesson wasn't that great either.",0,0,0,1,1,0,0,0,1,"I'm really tired and have been feeling kind of down lately, and my lesson wasn't that great either.",683
"My nutritional levels plummeted, my liver was on the verge of failing, and my heart rate and blood pressure were still at dangerous levels.",0,0,1,0,0,0,0,0,1,"Nutritional levels plummeted, the liver was on the verge of failing, and heart rate and blood pressure were still at dangerous levels.",684
This job is hazardous to my health.,0,0,0,0,0,0,0,1,1,This job is hazardous to their health.,685
"i just started my birth control today, and now have sucha bad stomach ache, and my chest pains are terrible.",0,0,1,0,0,0,0,0,1,"I just started birth control today and now have a bad stomach ache, and chest pains are terrible.",686
I'm tired. I'm tired all the time and I don't know why.,0,0,0,0,0,1,0,0,1,I’m tired. I’m tired all the time and don’t know why.,687
"While that may have contributed, the primary reason is I was just flat tired of being tired, of always getting tired so goddamn fast.",0,1,0,0,0,0,0,0,1,"While that may have contributed, the primary reason is I was just completely exhausted from always feeling tired so quickly.",688
i'm pretty damn worried about the exam.,0,0,0,0,1,0,0,0,0,I'm quite worried about the exam.,689
My ankle still hurts like a bitch.,0,0,0,0,0,0,0,0,1,My ankle still hurts a lot.,690
I dont even get any medicine to take away the pain.,0,0,0,0,0,0,0,0,1,I don't even get any medicine to relieve the pain.,691
She never meets with me to process our work and doesn't delegate or give very good advice.,0,0,0,1,0,0,1,1,0,They never meet with me to process our work and don't delegate or give very good advice.,692
"Will I always hate working?Because of all this stress, I can't seem to gain any weight and subsequently I hate my body.",0,0,1,1,0,0,0,1,1,"Will I always dislike working? Because of all this stress, I can't seem to gain any weight and subsequently dislike my body.",693
"im sick of being sick, sick and tired of being in the hospital cause i cant stop throwing up, im loosing weight, and i dont know what to do, 4.",0,0,0,1,0,0,0,0,1,"I am sick of being sick, tired of being in the hospital because I can't stop throwing up, losing weight, and I don't know what to do.",694
"I've had a nagging lower backache for about three days now, and finally started blasting it with ibuprofen.",0,0,0,0,0,0,0,0,1,"I've had a nagging lower backache for a few days now, and finally started treating it with ibuprofen.",695
I admitted to my smoking relapse the last 3 weeks.,0,1,1,1,0,0,0,0,1,I admitted to relapsing into smoking over the last 3 weeks.,696
Worst week ever. Feels like my dog died all over again.,0,0,0,1,0,0,0,0,0,Worst week ever. Feels like my pet died all over again.,697
i've been having a real hard time sleeping without him next to me.,0,0,0,1,0,1,1,0,1,I've been having a real hard time sleeping without my partner next to me.,698
I've been hurting or sick lately and its getting tough to keep doing everything.,0,0,0,1,0,0,0,0,1,"I have been feeling unwell lately, and it is becoming difficult to keep doing everything.",699
I struggled through the whole day of a stressful headache and I got tired of it.,0,0,0,1,0,0,0,1,1,I struggled through the whole day with a stressful headache and became tired of it.,700
I'm dealing with a big bout of mental tiredness and hurt.,0,0,0,1,0,0,0,0,1,I'm dealing with a significant bout of mental tiredness and hurt.,701
"For some reason I've been feeling ill again, and that would explain why I've been so tired lately.",0,0,0,1,0,0,0,0,1,"For some reason, I have been feeling unwell again, which would explain why I have been so tired lately.",702
My health I think is doing worse.,0,1,0,0,0,0,0,0,1,I think my health is getting worse.,703
The doctor said it's getting worse because of stress.,1,1,0,1,0,0,0,1,1,The doctor said it's getting worse because of stress.,704
"man, my stomach has been hurting so bad lately.",0,0,0,0,0,0,0,0,1,My stomach has been hurting so bad lately.,705
"Its always the worse when you are so sad, so lost, that there are no words to help convey the matter.",0,0,0,1,0,0,1,0,1,"It's always the worst when someone is so sad, so lost, that there are no words to help convey the matter.",706
"I feel your pain Keita, I'm also experiencing much stress and may be experiencing IBS as well as ADD so yes, I feel your pain.",0,0,0,1,0,0,0,0,1,"I understand your pain, I am also experiencing a lot of stress and may be dealing with similar health issues, so yes, I relate to your experience.",707
At least someone is gaining weight.,0,1,0,1,0,0,0,0,1,At least someone is gaining weight.,708
I've been putting on a little bit of weight as well.,0,1,0,0,0,0,0,0,1,I've been gaining a little bit of weight as well.,709
Facing everything I put behind me and being on this medication is really making my body freak out.,0,0,0,1,0,0,0,0,1,Facing everything I left behind and being on this medication is really making my body react strongly.,710
"The whole 'winter' thing is kinda putting a cramp on my style though, damn you short days and freezing cold steel.",0,1,0,1,0,0,0,0,1,"The whole 'winter' thing is kinda putting a cramp on my style though, darn those short days and freezing cold steel.",711
It's getting cold enough already that my hands are aching.,0,1,0,0,0,0,0,0,1,It's getting cold enough already that the hands are aching.,712
i've been losing my touch with reality and everyday is just getting worse and worse.,0,1,1,1,0,0,0,0,0,"I have been losing my touch with reality, and every day is just getting worse.",713
But then I tried to sleep and my throat just kept getting worse and worse.,0,0,0,0,0,0,0,0,1,But then I tried to sleep and my throat just kept getting worse.,714
"Anyways, my lows are the more worriesome where i fall into a depression so badly that its hard to even get out of bed.",0,0,0,1,0,0,0,0,1,"Anyways, my lows are the more worrisome times where I fall into a depression so severe that it is hard to even get out of bed.",715
I'm sick and I'm tired and I've been trying so hard to keep it all together.,0,0,0,1,0,0,0,0,1,I'm exhausted and frustrated and have been trying very hard to keep it all together.,716
When she woke up she had a splitting headache and she couldn't remember anything.,0,1,0,0,0,0,1,0,1,"When they woke up, they had a splitting headache and couldn't remember anything.",717
I have gotten headaches from it for days now.,0,0,0,0,0,0,0,0,1,I have had headaches from it for several days now.,718
uhh im tired and i've had a headache for three days now.,0,1,0,1,0,0,0,0,1,"Uhh, I'm tired and have had a headache for three days now.",719
"She's been sick, and I'm worried that she's worried about a ton of things.",0,0,0,1,0,1,1,0,1,"They've been sick, and I'm worried that they're worried about a ton of things.",720
I miss my girlfriend..she's been sick.,0,0,0,1,0,1,1,0,1,I miss my partner.. they have been sick.,721
"Like my mom, for example, she has breast surgery and now she has a headache and is somewhat depressed, and I just feel very bad for her.",0,0,0,1,0,1,1,0,1,"Like my parent, for example, they had breast surgery and now have a headache and are somewhat depressed, and I just feel very bad for them.",722
Many sleepless nights had weakened my own body after this ongoing bout with severe dehydration complicated by my first ever case of constipation.,0,0,0,0,0,0,0,0,1,Many sleepless nights had weakened my body after this ongoing bout with severe dehydration complicated by a first ever case of constipation.,723
I'm actually sore from so much coughing and I'm tired of sleeping all day.,0,0,0,0,1,0,0,1,1,I'm actually sore from so much coughing and tired of sleeping all day.,724
i'm on such a bad sleeping schedule.,0,1,1,0,0,0,0,0,1,I'm on a bad sleeping schedule.,725
I think my dog is sick. or something's wrong with him.,0,1,0,0,0,1,0,0,1,I think my dog is sick or something's wrong with them.,726
"My sinuses hurt, my head hurts, my nose is runny, my throat hurts, breathing is feeling more and more like a chore, and my back hurts.",0,0,0,1,0,0,0,0,1,"The sinuses hurt, the head hurts, the nose is runny, the throat hurts, breathing feels more and more like a chore, and the back hurts.",727
"On the darker side of the news, I'm having severe problems with those muscle spasms again.",0,0,0,0,0,0,0,0,1,"On the darker side of the news, I am experiencing severe problems with muscle spasms again.",728
"Its not easy work, and my back hurts.",0,1,0,0,0,0,0,1,1,"The work is not easy, and there is back pain.",729
"it's been days. as you can see all the things i eat, no wonder my stomach hurts.",0,1,0,0,0,0,0,0,1,"It's been days. As you can see, all the things I eat, no wonder my stomach hurts.",730
"Speaking of eating, though, I've been feeling ooky after some meals for the past week and, unfortunately, the common denominator has been cheese.",0,1,0,0,0,0,0,0,1,"Speaking of eating, though, I've been feeling unwell after some meals for the past week and, unfortunately, the common denominator has been cheese.",731
"But even when I was there, she wasn't doing too well physically.",0,0,0,0,0,1,1,0,1,"But even when I was there, they weren't doing too well physically.",732
I wasnt feeling so good towards the end of practice.,0,0,0,0,0,0,0,0,1,I wasn't feeling well towards the end of practice.,733
"Work is beastly, I'm really struggling to have any enthusiasm for my job anymore.",0,0,0,1,0,0,0,1,0,Work is difficult; I'm really struggling to have any enthusiasm for my job anymore.,734
I can't sleep anymore and I know it's a problem I need to fix but I can't seem to be able to.,0,0,0,0,0,0,0,0,1,I can't sleep anymore and I know it's a problem that needs to be fixed but it seems difficult to do so.,735
